 ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4
 1.1294782056457153, -27.718667457637565,1.151292797492261,-29.718575972693287,358.84870720250774,-29.718575972693287 ,358.87052179435426 ,-27.718667457637565 
 3.298152904440897, -27.71866745763756,3.319967496287443,-29.718575972693287,1.0173819013029202,-29.718575972693287 ,1.0391964931494664 ,-27.718667457637558 
 5.466827603236077, -27.71866745763756,5.488642195082624,-29.718575972693287,3.1860566000981017,-29.718575972693287 ,3.2078711919446476 ,-27.71866745763756 
 7.635502302031258, -27.718667457637558,7.6573168938778045,-29.718575972693287,5.354731298893281,-29.718575972693287 ,5.376545890739826 ,-27.718667457637558 
 9.804177000826442, -27.71866745763756,9.825991592672986,-29.718575972693287,7.523405997688464,-29.718575972693287 ,7.545220589535011 ,-27.71866745763756 
 11.97285169962162, -27.71866745763756,11.994666291468166,-29.718575972693287,9.692080696483647,-29.718575972693287 ,9.713895288330193 ,-27.718667457637565 
 14.141526398416799, -27.71866745763756,14.163340990263347,-29.718575972693287,11.860755395278824,-29.718575972693287 ,11.882569987125368 ,-27.71866745763756 
 16.31020109721198, -27.718667457637565,16.332015689058526,-29.718575972693287,14.029430094074003,-29.718575972693287 ,14.051244685920548 ,-27.71866745763756 
 18.47887579600717, -27.71866745763756,18.500690387853712,-29.718575972693287,16.198104792869184,-29.718575972693287 ,16.219919384715734 ,-27.71866745763756 
 20.647550494802346, -27.718667457637558,20.66936508664889,-29.718575972693287,18.366779491664364,-29.718575972693287 ,18.388594083510913 ,-27.718667457637554 
 22.81622519359753, -27.71866745763756,22.838039785444074,-29.71857597269329,20.535454190459554,-29.718575972693287 ,20.5572687823061 ,-27.71866745763756 
 24.984899892392708, -27.71866745763756,25.006714484239254,-29.718575972693287,22.70412888925473,-29.718575972693287 ,22.725943481101275 ,-27.71866745763756 
 27.153574591187887, -27.71866745763756,27.17538918303443,-29.718575972693287,24.8728035880499,-29.718575972693287 ,24.89461817989645 ,-27.718667457637558 
 29.322249289983066, -27.71866745763756,29.344063881829616,-29.718575972693287,27.04147828684509,-29.718575972693287 ,27.063292878691637 ,-27.718667457637558 
 31.490923988778242, -27.71866745763756,31.51273858062479,-29.718575972693287,29.21015298564027,-29.718575972693287 ,29.231967577486813 ,-27.71866745763756 
 33.65959868757342, -27.718667457637558,33.68141327941997,-29.718575972693287,31.37882768443545,-29.718575972693287 ,31.400642276281992 ,-27.71866745763756 
 35.82827338636861, -27.71866745763756,35.85008797821516,-29.718575972693287,33.547502383230636,-29.718575972693287 ,33.569316975077186 ,-27.71866745763756 
 37.99694808516378, -27.71866745763756,38.01876267701033,-29.718575972693287,35.71617708202582,-29.718575972693287 ,35.73799167387236 ,-27.71866745763756 
 40.16562278395897, -27.71866745763756,40.18743737580552,-29.718575972693287,37.884851780820995,-29.718575972693287 ,37.90666637266754 ,-27.71866745763756 
 42.33429748275415, -27.71866745763756,42.3561120746007,-29.718575972693287,40.053526479616174,-29.718575972693287 ,40.075341071462724 ,-27.71866745763756 
 44.50297218154933, -27.71866745763756,44.524786773395874,-29.718575972693287,42.22220117841136,-29.718575972693287 ,42.24401577025791 ,-27.71866745763756 
 46.67164688034452, -27.718667457637558,46.69346147219106,-29.718575972693287,44.39087587720653,-29.718575972693287 ,44.412690469053075 ,-27.718667457637558 
 48.840321579139705, -27.71866745763756,48.86213617098625,-29.718575972693287,46.55955057600172,-29.718575972693287 ,46.58136516784826 ,-27.71866745763756 
 51.00899627793486, -27.71866745763756,51.03081086978142,-29.718575972693287,48.7282252747969,-29.718575972693287 ,48.750039866643434 ,-27.71866745763756 
 53.17767097673004, -27.718667457637558,53.19948556857659,-29.718575972693287,50.89689997359207,-29.718575972693287 ,50.91871456543861 ,-27.71866745763756 
 55.34634567552524, -27.71866745763756,55.36816026737179,-29.718575972693287,53.065574672387264,-29.718575972693287 ,53.087389264233806 ,-27.71866745763756 
 57.51502037432042, -27.71866745763756,57.536834966166964,-29.718575972693287,55.234249371182436,-29.718575972693287 ,55.256063963028986 ,-27.71866745763756 
 59.683695073115594, -27.718667457637558,59.70550966496214,-29.718575972693287,57.40292406997762,-29.718575972693287 ,57.424738661824165 ,-27.71866745763756 
 61.85236977191077, -27.71866745763756,61.874184363757315,-29.718575972693287,59.571598768772795,-29.718575972693287 ,59.59341336061934 ,-27.718667457637565 
 64.02104447070596, -27.718667457637558,64.04285906255251,-29.718575972693287,61.74027346756799,-29.718575972693287 ,61.76208805941453 ,-27.718667457637558 
 66.18971916950113, -27.71866745763756,66.2115337613477,-29.718575972693287,63.90894816636317,-29.718575972693287 ,63.93076275820971 ,-27.71866745763756 
 68.35839386829632, -27.71866745763756,68.38020846014287,-29.718575972693287,66.07762286515833,-29.718575972693287 ,66.0994374570049 ,-27.718667457637558 
 70.52706856709152, -27.71866745763756,70.54888315893807,-29.718575972693287,68.24629756395355,-29.718575972693287 ,68.26811215580008 ,-27.71866745763756 
 72.69574326588668, -27.71866745763756,72.71755785773324,-29.718575972693287,70.41497226274872,-29.718575972693287 ,70.43678685459525 ,-27.71866745763756 
 74.86441796468186, -27.71866745763756,74.88623255652841,-29.718575972693287,72.58364696154389,-29.718575972693287 ,72.60546155339044 ,-27.71866745763756 
 77.03309266347706, -27.71866745763756,77.05490725532361,-29.718575972693287,74.75232166033909,-29.718575972693287 ,74.77413625218563 ,-27.718667457637558 
 79.20176736227222, -27.71866745763756,79.22358195411879,-29.718575972693287,76.92099635913426,-29.718575972693287 ,76.9428109509808 ,-27.718667457637558 
 81.37044206106741, -27.71866745763756,81.39225665291394,-29.71857597269329,79.08967105792942,-29.718575972693287 ,79.11148564977599 ,-27.71866745763756 
 83.53911675986261, -27.71866745763756,83.56093135170916,-29.718575972693287,81.25834575672462,-29.718575972693287 ,81.28016034857117 ,-27.71866745763756 
 85.70779145865777, -27.718667457637558,85.72960605050433,-29.718575972693287,83.42702045551981,-29.718575972693287 ,83.44883504736634 ,-27.71866745763756 
 87.87646615745295, -27.71866745763756,87.8982807492995,-29.718575972693287,85.59569515431497,-29.718575972693287 ,85.61750974616153 ,-27.71866745763756 
 90.04514085624814, -27.718667457637558,90.06695544809469,-29.718575972693287,87.76436985311015,-29.718575972693287 ,87.7861844449567 ,-27.71866745763756 
 92.2138155550433, -27.71866745763756,92.23563014688986,-29.718575972693287,89.93304455190533,-29.718575972693287 ,89.95485914375188 ,-27.718667457637558 
 94.38249025383848, -27.71866745763756,94.40430484568503,-29.718575972693287,92.1017192507005,-29.718575972693287 ,92.12353384254706 ,-27.71866745763756 
 96.55116495263368, -27.718667457637565,96.57297954448023,-29.718575972693287,94.2703939494957,-29.718575972693287 ,94.29220854134225 ,-27.71866745763756 
 98.71983965142884, -27.71866745763756,98.7416542432754,-29.718575972693287,96.43906864829088,-29.718575972693287 ,96.46088324013742 ,-27.71866745763756 
 100.88851435022403, -27.718667457637558,100.91032894207058,-29.718575972693287,98.60774334708606,-29.71857597269329 ,98.6295579389326 ,-27.71866745763756 
 103.05718904901923, -27.718667457637558,103.07900364086576,-29.718575972693287,100.77641804588124,-29.718575972693287 ,100.79823263772779 ,-27.718667457637558 
 105.22586374781439, -27.718667457637558,105.24767833966094,-29.718575972693287,102.94509274467643,-29.718575972693287 ,102.96690733652297 ,-27.71866745763756 
 107.39453844660957, -27.718667457637558,107.41635303845612,-29.718575972693287,105.11376744347159,-29.718575972693287 ,105.13558203531815 ,-27.71866745763756 
 109.56321314540477, -27.718667457637558,109.58502773725132,-29.718575972693287,107.2824421422668,-29.718575972693287 ,107.30425673411334 ,-27.71866745763756 
 111.73188784419993, -27.71866745763756,111.75370243604648,-29.718575972693287,109.45111684106196,-29.718575972693287 ,109.47293143290851 ,-27.718667457637558 
 113.90056254299512, -27.718667457637558,113.92237713484167,-29.718575972693287,111.61979153985715,-29.718575972693287 ,111.6416061317037 ,-27.71866745763756 
