 ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4
 1.5054737180574127, -26.934856738758633,1.54392233368462,-29.619643297737973,358.45607766631537,-29.619643297737973 ,358.4945262819426 ,-26.934856738758633 
 4.408699524509025, -26.934856738758633,4.447148140136233,-29.619643297737966,1.359303472767024,-29.619643297737973 ,1.3977520883942305 ,-26.934856738758633 
 7.311925330960639, -26.93485673875863,7.350373946587846,-29.619643297737973,4.2625292792186364,-29.619643297737973 ,4.300977894845843 ,-26.93485673875863 
 10.215151137412253, -26.93485673875863,10.253599753039461,-29.619643297737973,7.165755085670254,-29.619643297737973 ,7.204203701297458 ,-26.934856738758633 
 13.118376943863865, -26.934856738758633,13.156825559491073,-29.619643297737973,10.068980892121862,-29.619643297737973 ,10.107429507749071 ,-26.934856738758633 
 16.02160275031548, -26.934856738758633,16.060051365942687,-29.619643297737973,12.972206698573475,-29.619643297737973 ,13.010655314200683 ,-26.934856738758633 
 18.924828556767093, -26.934856738758633,18.9632771723943,-29.619643297737973,15.875432505025092,-29.619643297737973 ,15.913881120652299 ,-26.934856738758633 
 21.828054363218705, -26.934856738758633,21.866502978845915,-29.619643297737973,18.7786583114767,-29.619643297737973 ,18.817106927103904 ,-26.934856738758633 
 24.731280169670317, -26.934856738758633,24.769728785297524,-29.61964329773798,21.681884117928313,-29.619643297737973 ,21.720332733555523 ,-26.934856738758633 
 27.634505976121922, -26.93485673875863,27.672954591749132,-29.619643297737966,24.585109924379925,-29.619643297737966 ,24.62355854000713 ,-26.93485673875863 
 30.537731782573537, -26.93485673875863,30.576180398200748,-29.619643297737966,27.488335730831547,-29.619643297737973 ,27.526784346458747 ,-26.934856738758633 
 33.44095758902516, -26.934856738758633,33.47940620465237,-29.619643297737966,30.39156153728316,-29.619643297737966 ,30.430010152910363 ,-26.934856738758633 
 36.344183395476776, -26.93485673875863,36.382632011103986,-29.619643297737966,33.294787343734775,-29.619643297737973 ,33.33323595936198 ,-26.93485673875863 
 39.24740920192838, -26.934856738758633,39.28585781755559,-29.619643297737973,36.19801315018638,-29.619643297737973 ,36.23646176581357 ,-26.934856738758633 
 42.15063500837999, -26.934856738758633,42.189083624007196,-29.619643297737973,39.10123895663799,-29.619643297737973 ,39.139687572265196 ,-26.934856738758633 
 45.05386081483161, -26.934856738758633,45.09230943045882,-29.619643297737973,42.00446476308961,-29.619643297737973 ,42.042913378716804 ,-26.934856738758633 
 47.95708662128322, -26.934856738758633,47.99553523691042,-29.619643297737973,44.9076905695412,-29.619643297737973 ,44.94613918516842 ,-26.934856738758633 
 50.86031242773483, -26.934856738758633,50.89876104336204,-29.619643297737966,47.81091637599284,-29.619643297737973 ,47.84936499162004 ,-26.934856738758633 
 53.76353823418645, -26.934856738758633,53.80198684981365,-29.619643297737966,50.71414218244445,-29.619643297737966 ,50.75259079807166 ,-26.934856738758633 
 56.66676404063805, -26.934856738758633,56.70521265626525,-29.619643297737973,53.61736798889604,-29.619643297737973 ,53.65581660452325 ,-26.934856738758633 
 59.569989847089666, -26.934856738758633,59.60843846271688,-29.619643297737966,56.520593795347665,-29.619643297737973 ,56.559042410974875 ,-26.934856738758633 
 62.47321565354129, -26.934856738758633,62.51166426916849,-29.619643297737973,59.42381960179928,-29.619643297737966 ,59.4622682174265 ,-26.934856738758633 
 65.3764414599929, -26.934856738758633,65.41489007562011,-29.619643297737973,62.327045408250896,-29.619643297737973 ,62.3654940238781 ,-26.934856738758633 
 68.27966726644452, -26.934856738758633,68.31811588207172,-29.619643297737973,65.23027121470251,-29.61964329773798 ,65.26871983032973 ,-26.934856738758633 
 71.18289307289614, -26.934856738758633,71.22134168852334,-29.619643297737973,68.13349702115413,-29.619643297737973 ,68.17194563678135 ,-26.93485673875863 
