ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4
2.0616603887005844, -60.98411360724187,2.201504775916828,-62.98303584617719,357.7984952240832,-62.98303584617719 ,357.9383396112994 ,-60.98411360724187
6.15256939291201, -60.98411360724187,6.292413780128254,-62.98303584617719,1.8894042282945984,-62.98303584617719 ,2.029248615510842 ,-60.98411360724187
10.24347839712344, -60.98411360724187,10.383322784339681,-62.98303584617719,5.980313232506025,-62.98303584617719 ,6.120157619722268 ,-60.98411360724187
14.33438740133486, -60.98411360724187,14.474231788551105,-62.98303584617719,10.07122223671745,-62.98303584617719 ,10.211066623933693 ,-60.98411360724187
18.425296405546288, -60.98411360724187,18.56514079276253,-62.98303584617719,14.162131240928879,-62.98303584617719 ,14.30197562814512 ,-60.98411360724187
22.516204456083397, -60.98411360724187,22.656048843299637,-62.98303584617719,18.25303929146598,-62.98303584617719 ,18.392883678682228 ,-60.98411360724187
26.60711441396914, -60.98411360724187,26.746958801185386,-62.98303584617719,22.343949249351727,-62.98303584617719 ,22.483793636567967 ,-60.98411360724187
30.698024371854878, -60.98411360724187,30.83786875907113,-62.98303584617719,26.43485920723747,-62.98303584617719 ,26.57470359445371 ,-60.98411360724187
34.78893242239199, -60.98411360724187,34.92877680960822,-62.98303584617719,30.525767257774575,-62.98303584617719 ,30.665611644990822 ,-60.98411360724187
38.879840472929104, -60.98411360724187,39.01968486014534,-62.98303584617719,34.6166753083117,-62.98303584617719 ,34.756519695527935 ,-60.98411360724187
42.970748523466206, -60.98411360724187,43.110592910682456,-62.98303584617719,38.7075833588488,-62.98303584617719 ,38.84742774606504 ,-60.98411360724187
47.06166038870058, -60.98411360724187,47.20150477591682,-62.98303584617719,42.798495224083176,-62.98303584617719 ,42.93833961129941 ,-60.98411360724187
51.15256843923769, -60.98411360724187,51.29241282645393,-62.98303584617719,46.88940327462028,-62.98303584617719 ,47.029247661836514 ,-60.98411360724187
55.24347648977481, -60.98411360724188,55.38332087699105,-62.98303584617719,50.98031132515739,-62.98303584617719 ,51.12015571237363 ,-60.98411360724187
59.334388355009175, -60.98411360724187,59.47423274222542,-62.98303584617719,55.07122319039178,-62.98303584617719 ,55.211067577608006 ,-60.98411360724187
63.42529640554629, -60.98411360724187,63.56514079276254,-62.98303584617719,59.16213124092887,-62.98303584617719 ,59.30197562814512 ,-60.98411360724187
67.5162044560834, -60.98411360724187,67.65604884329963,-62.98303584617719,63.25303929146598,-62.98303584617719 ,63.39288367868223 ,-60.98411360724187
71.60711632131778, -60.98411360724187,71.74696070853402,-62.98303584617719,67.34395115670036,-62.98303584617719 ,67.4837955439166 ,-60.98411360724188
75.69802055715762, -60.98411360724187,75.83786494437386,-62.98303584617719,71.4348553925402,-62.98303584617719 ,71.57469977975644 ,-60.98411360724187
79.788932422392, -60.98411360724187,79.92877680960825,-62.98303584617719,75.52576725777459,-62.98303584617719 ,75.66561164499083 ,-60.98411360724187
83.87983665823184, -60.98411360724187,84.01968104544808,-62.98303584617719,79.61667149361442,-62.98303584617719 ,79.75651588083066 ,-60.98411360724187
87.97074852346621, -60.98411360724187,88.11059291068246,-62.98303584617719,83.7075833588488,-62.98303584617719 ,83.84742774606505 ,-60.98411360724187
92.06166038870059, -60.98411360724187,92.20150477591683,-62.98303584617719,87.79849522408317,-62.98303584617719 ,87.93833961129941 ,-60.98411360724187
96.15256462454043, -60.98411360724187,96.29240901175667,-62.98303584617719,91.88939945992301,-62.98303584617719 ,92.02924384713926 ,-60.98411360724187
100.2434764897748, -60.98411360724187,100.38332087699105,-62.98303584617719,95.98031132515739,-62.98303584617719 ,96.12015571237363 ,-60.98411360724187
104.33438835500918, -60.98411360724187,104.47423274222542,-62.98303584617719,100.07122319039176,-62.98303584617719 ,100.211067577608 ,-60.98411360724187
108.42529259084903, -60.98411360724187,108.56513697806528,-62.98303584617719,104.16212742623162,-62.98303584617719 ,104.30197181344786 ,-60.98411360724187
112.5162044560834, -60.98411360724187,112.65604884329963,-62.98303584617719,108.25303929146598,-62.98303584617719 ,108.39288367868222 ,-60.98411360724187
116.60711632131778, -60.98411360724187,116.74696070853403,-62.98303584617719,112.34395115670036,-62.98303584617719 ,112.4837955439166 ,-60.98411360724187
