#id,ra,dec
0,0.0,-62.0
1,4.090909004211426,-62.0
2,8.181818008422852,-62.0
3,12.272727012634277,-62.0
4,16.363636016845703,-62.0
5,20.454544067382812,-62.0
6,24.545454025268555,-62.0
7,28.636363983154297,-62.0
8,32.727272033691406,-62.0
9,36.818180084228516,-62.0
10,40.909088134765625,-62.0
11,45.0,-62.0
12,49.09090805053711,-62.0
13,53.18181610107422,-62.0
14,57.272727966308594,-62.0
15,61.3636360168457,-62.0
16,65.45454406738281,-62.0
17,69.54545593261719,-62.0
18,73.63636016845703,-62.0
19,77.7272720336914,-62.0
20,81.81817626953125,-62.0
21,85.90908813476562,-62.0
22,90.0,-62.0
23,94.09090423583984,-62.0
24,98.18181610107422,-62.0
25,102.2727279663086,-62.0
26,106.36363220214844,-62.0
27,110.45454406738281,-62.0
28,114.54545593261719,-62.0
29,118.63636016845703,-62.0
30,122.7272720336914,-62.0
31,126.81817626953125,-62.0
32,130.90908813476562,-62.0
33,135.0,-62.0
34,139.09091186523438,-62.0
35,143.1818084716797,-62.0
36,147.27272033691406,-62.0
37,151.36363220214844,-62.0
38,155.4545440673828,-62.0
39,159.5454559326172,-62.0
40,163.6363525390625,-62.0
41,167.72726440429688,-62.0
42,171.81817626953125,-62.0
43,175.90908813476562,-62.0
44,180.0,-62.0
45,184.09091186523438,-62.0
46,188.1818084716797,-62.0
47,192.27272033691406,-62.0
48,196.36363220214844,-62.0
49,200.4545440673828,-62.0
50,204.5454559326172,-62.0
51,208.6363525390625,-62.0
52,212.72726440429688,-62.0
53,216.81817626953125,-62.0
54,220.90908813476562,-62.0
55,225.0,-62.0
56,229.09091186523438,-62.0
57,233.1818084716797,-62.0
58,237.27272033691406,-62.0
59,241.36363220214844,-62.0
60,245.4545440673828,-62.0
61,249.5454559326172,-62.0
62,253.6363525390625,-62.0
63,257.7272644042969,-62.0
64,261.81817626953125,-62.0
65,265.9090881347656,-62.0
66,270.0,-62.0
67,274.0909118652344,-62.0
68,278.18182373046875,-62.0
69,282.2727355957031,-62.0
70,286.3636169433594,-62.0
71,290.45452880859375,-62.0
72,294.5454406738281,-62.0
73,298.6363525390625,-62.0
74,302.7272644042969,-62.0
75,306.81817626953125,-62.0
76,310.9090881347656,-62.0
77,315.0,-62.0
78,319.0909118652344,-62.0
79,323.18182373046875,-62.0
80,327.272705078125,-62.0
81,331.3636169433594,-62.0
82,335.45452880859375,-62.0
83,339.5454406738281,-62.0
84,343.6363525390625,-62.0
85,347.7272644042969,-62.0
86,351.81817626953125,-62.0
87,355.9090881347656,-62.0
88,0.0,-64.0
89,4.390244007110596,-64.0
90,8.780488014221191,-64.0
91,13.170732498168945,-64.0
92,17.560976028442383,-64.0
93,21.95121955871582,-64.0
94,26.34146499633789,-64.0
95,30.731708526611328,-64.0
96,35.121952056884766,-64.0
97,39.5121955871582,-64.0
98,43.90243911743164,-64.0
99,48.29268264770508,-64.0
100,52.68292999267578,-64.0
101,57.07317352294922,-64.0
102,61.463417053222656,-64.0
103,65.8536605834961,-64.0
104,70.24390411376953,-64.0
105,74.63414764404297,-64.0
106,79.0243911743164,-64.0
107,83.41463470458984,-64.0
108,87.80487823486328,-64.0
109,92.19512176513672,-64.0
110,96.58536529541016,-64.0
111,100.9756088256836,-64.0
112,105.36585998535156,-64.0
113,109.756103515625,-64.0
114,114.14634704589844,-64.0
115,118.53659057617188,-64.0
116,122.92683410644531,-64.0
117,127.31707763671875,-64.0
118,131.7073211669922,-64.0
119,136.09756469726562,-64.0
120,140.48780822753906,-64.0
121,144.8780517578125,-64.0
122,149.26829528808594,-64.0
123,153.65853881835938,-64.0
124,158.0487823486328,-64.0
125,162.43902587890625,-64.0
126,166.8292694091797,-64.0
127,171.21951293945312,-64.0
128,175.60975646972656,-64.0
129,180.0,-64.0
130,184.39024353027344,-64.0
131,188.78048706054688,-64.0
132,193.1707305908203,-64.0
133,197.56097412109375,-64.0
134,201.9512176513672,-64.0
135,206.34146118164062,-64.0
136,210.73171997070312,-64.0
137,215.12196350097656,-64.0
138,219.51220703125,-64.0
139,223.90245056152344,-64.0
140,228.29269409179688,-64.0
141,232.6829376220703,-64.0
142,237.07318115234375,-64.0
143,241.4634246826172,-64.0
144,245.85366821289062,-64.0
145,250.24391174316406,-64.0
146,254.6341552734375,-64.0
147,259.0243835449219,-64.0
148,263.4146423339844,-64.0
149,267.80487060546875,-64.0
150,272.19512939453125,-64.0
151,276.5853576660156,-64.0
152,280.9756164550781,-64.0
153,285.3658752441406,-64.0
154,289.756103515625,-64.0
155,294.1463623046875,-64.0
156,298.5365905761719,-64.0
157,302.9268493652344,-64.0
158,307.31707763671875,-64.0
159,311.70733642578125,-64.0
160,316.0975646972656,-64.0
161,320.4878234863281,-64.0
162,324.8780517578125,-64.0
163,329.268310546875,-64.0
164,333.6585388183594,-64.0
165,338.0487976074219,-64.0
166,342.43902587890625,-64.0
167,346.82928466796875,-64.0
168,351.2195129394531,-64.0
169,355.6097717285156,-64.0
170,0.0,-66.0
171,4.675324440002441,-66.0
172,9.350648880004883,-66.0
173,14.025973320007324,-66.0
174,18.701297760009766,-66.0
175,23.37662124633789,-66.0
176,28.05194664001465,-66.0
177,32.727272033691406,-66.0
178,37.40259552001953,-66.0
179,42.077919006347656,-66.0
180,46.75324249267578,-66.0
181,51.42856979370117,-66.0
182,56.1038932800293,-66.0
183,60.77921676635742,-66.0
184,65.45454406738281,-66.0
185,70.12986755371094,-66.0
186,74.80519104003906,-66.0
187,79.48051452636719,-66.0
