#id,ra,dec
0,0.0,-90.0
1,0.0,-89.15094339622642
2,51.42857142857143,-89.15094339622642
3,102.85714285714286,-89.15094339622642
4,154.28571428571428,-89.15094339622642
5,205.71428571428572,-89.15094339622642
6,257.14285714285717,-89.15094339622642
7,308.57142857142856,-89.15094339622642
8,0.0,-88.30188679245282
9,32.72727272727273,-88.30188679245282
10,65.45454545454545,-88.30188679245282
11,98.18181818181817,-88.30188679245282
12,130.9090909090909,-88.30188679245282
13,163.63636363636365,-88.30188679245282
14,196.36363636363635,-88.30188679245282
15,229.0909090909091,-88.30188679245282
16,261.8181818181818,-88.30188679245282
17,294.5454545454545,-88.30188679245282
18,327.2727272727273,-88.30188679245282
19,0.0,-87.45283018867924
20,24.0,-87.45283018867924
21,48.0,-87.45283018867924
22,72.0,-87.45283018867924
23,96.0,-87.45283018867924
24,119.99999999999999,-87.45283018867924
25,144.0,-87.45283018867924
26,167.99999999999997,-87.45283018867924
27,192.0,-87.45283018867924
28,216.0,-87.45283018867924
29,239.99999999999997,-87.45283018867924
30,263.99999999999994,-87.45283018867924
31,288.0,-87.45283018867924
32,312.0,-87.45283018867924
33,335.99999999999994,-87.45283018867924
34,0.0,-86.60377358490567
35,18.94736842105263,-86.60377358490567
36,37.89473684210526,-86.60377358490567
37,56.84210526315789,-86.60377358490567
38,75.78947368421052,-86.60377358490567
39,94.73684210526316,-86.60377358490567
40,113.68421052631578,-86.60377358490567
41,132.6315789473684,-86.60377358490567
42,151.57894736842104,-86.60377358490567
43,170.52631578947367,-86.60377358490567
44,189.47368421052633,-86.60377358490567
45,208.42105263157896,-86.60377358490567
46,227.36842105263156,-86.60377358490567
47,246.3157894736842,-86.60377358490567
48,265.2631578947368,-86.60377358490567
49,284.2105263157895,-86.60377358490567
50,303.1578947368421,-86.60377358490567
51,322.10526315789474,-86.60377358490567
52,341.05263157894734,-86.60377358490567
53,0.0,-85.75471698113206
54,15.652173913043478,-85.75471698113206
55,31.304347826086957,-85.75471698113206
56,46.95652173913044,-85.75471698113206
57,62.608695652173914,-85.75471698113206
58,78.26086956521738,-85.75471698113206
59,93.91304347826087,-85.75471698113206
60,109.56521739130436,-85.75471698113206
61,125.21739130434783,-85.75471698113206
62,140.86956521739128,-85.75471698113206
63,156.52173913043475,-85.75471698113206
64,172.17391304347825,-85.75471698113206
65,187.82608695652175,-85.75471698113206
66,203.47826086956522,-85.75471698113206
67,219.13043478260872,-85.75471698113206
68,234.7826086956522,-85.75471698113206
69,250.43478260869566,-85.75471698113206
70,266.0869565217391,-85.75471698113206
71,281.73913043478257,-85.75471698113206
72,297.39130434782606,-85.75471698113206
73,313.0434782608695,-85.75471698113206
74,328.69565217391306,-85.75471698113206
75,344.3478260869565,-85.75471698113206
76,0.0,-84.90566037735849
77,13.333333333333334,-84.90566037735849
78,26.666666666666668,-84.90566037735849
79,40.0,-84.90566037735849
80,53.333333333333336,-84.90566037735849
81,66.66666666666666,-84.90566037735849
82,80.0,-84.90566037735849
83,93.33333333333333,-84.90566037735849
84,106.66666666666667,-84.90566037735849
85,119.99999999999999,-84.90566037735849
86,133.33333333333331,-84.90566037735849
87,146.66666666666666,-84.90566037735849
88,160.0,-84.90566037735849
89,173.33333333333334,-84.90566037735849
90,186.66666666666666,-84.90566037735849
91,200.0,-84.90566037735849
92,213.33333333333334,-84.90566037735849
93,226.66666666666669,-84.90566037735849
94,239.99999999999997,-84.90566037735849
95,253.33333333333331,-84.90566037735849
96,266.66666666666663,-84.90566037735849
97,280.0,-84.90566037735849
98,293.3333333333333,-84.90566037735849
99,306.6666666666667,-84.90566037735849
100,320.0,-84.90566037735849
101,333.3333333333333,-84.90566037735849
102,346.6666666666667,-84.90566037735849
103,0.0,-84.05660377358491
104,11.612903225806452,-84.05660377358491
105,23.225806451612904,-84.05660377358491
106,34.83870967741936,-84.05660377358491
107,46.45161290322581,-84.05660377358491
108,58.06451612903226,-84.05660377358491
109,69.67741935483872,-84.05660377358491
110,81.29032258064517,-84.05660377358491
111,92.90322580645162,-84.05660377358491
112,104.51612903225806,-84.05660377358491
113,116.12903225806453,-84.05660377358491
114,127.74193548387098,-84.05660377358491
115,139.35483870967744,-84.05660377358491
116,150.96774193548387,-84.05660377358491
117,162.58064516129033,-84.05660377358491
118,174.19354838709677,-84.05660377358491
119,185.80645161290323,-84.05660377358491
120,197.41935483870967,-84.05660377358491
121,209.03225806451613,-84.05660377358491
122,220.64516129032256,-84.05660377358491
123,232.25806451612905,-84.05660377358491
124,243.8709677419355,-84.05660377358491
125,255.48387096774195,-84.05660377358491
126,267.0967741935484,-84.05660377358491
127,278.7096774193549,-84.05660377358491
128,290.3225806451613,-84.05660377358491
129,301.93548387096774,-84.05660377358491
130,313.5483870967742,-84.05660377358491
